timestamp,dteday,season,yr,hr,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category
2011-01-03 02:00:00,2011-01-03,1,0,2,1,1,0.19636363636363638,0.18940454545454546,0.43727272727272726,0.2483090909090909,120,1229,1349,
2011-01-03 03:00:00,2011-01-03,1,0,3,1,1,0.19636363636363638,0.18940454545454546,0.43727272727272726,0.2483090909090909,120,1229,1349,
2011-01-03 04:00:00,2011-01-03,1,0,4,1,1,0.16,0.1364,0.47,0.3881,0,1,1,Dingin
2011-01-03 05:00:00,2011-01-03,1,0,5,1,1,0.16,0.1364,0.47,0.2836,0,3,3,Dingin
2011-01-03 06:00:00,2011-01-03,1,0,6,1,1,0.14,0.1061,0.5,0.3881,0,30,30,Dingin
2011-01-03 07:00:00,2011-01-03,1,0,7,1,1,0.14,0.1364,0.5,0.194,1,63,64,Dingin
2011-01-03 08:00:00,2011-01-03,1,0,8,1,1,0.14,0.1212,0.5,0.2836,1,153,154,Dingin
2011-01-03 09:00:00,2011-01-03,1,0,9,1,1,0.16,0.1364,0.43,0.3881,7,81,88,Dingin
2011-01-03 10:00:00,2011-01-03,1,0,10,1,1,0.18,0.1667,0.43,0.2537,11,33,44,Dingin
2011-01-03 11:00:00,2011-01-03,1,0,11,1,1,0.2,0.1818,0.4,0.3284,10,41,51,Dingin
2011-01-03 12:00:00,2011-01-03,1,0,12,1,1,0.22,0.2121,0.35,0.2985,13,48,61,Dingin
2011-01-03 13:00:00,2011-01-03,1,0,13,1,1,0.24,0.2121,0.35,0.2836,8,53,61,Dingin
2011-01-03 14:00:00,2011-01-03,1,0,14,1,1,0.26,0.2424,0.3,0.2836,11,66,77,Dingin
2011-01-03 15:00:00,2011-01-03,1,0,15,1,1,0.26,0.2424,0.3,0.2537,14,58,72,Dingin
2011-01-03 16:00:00,2011-01-03,1,0,16,1,1,0.26,0.2424,0.3,0.2537,9,67,76,Dingin
2011-01-03 17:00:00,2011-01-03,1,0,17,1,1,0.24,0.2273,0.3,0.2239,11,146,157,Dingin
2011-01-03 18:00:00,2011-01-03,1,0,18,1,1,0.24,0.2576,0.32,0.1045,9,148,157,Sedang
2011-01-03 19:00:00,2011-01-03,1,0,19,1,1,0.2,0.2576,0.47,0.0,8,102,110,Sedang
2011-01-03 20:00:00,2011-01-03,1,0,20,1,1,0.2,0.2273,0.47,0.1045,3,49,52,Dingin
2011-01-03 21:00:00,2011-01-03,1,0,21,1,1,0.18,0.197,0.64,0.1343,3,49,52,Dingin
2011-01-03 22:00:00,2011-01-03,1,0,22,1,1,0.14,0.1515,0.69,0.1343,0,20,20,Dingin
2011-01-03 23:00:00,2011-01-03,1,0,23,1,1,0.18,0.2121,0.55,0.1045,1,11,12,Dingin
2011-01-04 00:00:00,2011-01-04,1,0,0,1,1,0.16,0.1818,0.55,0.1045,0,5,5,Dingin
2011-01-04 01:00:00,2011-01-04,1,0,1,1,1,0.16,0.1818,0.59,0.1045,0,2,2,Dingin
2011-01-04 02:00:00,2011-01-04,1,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,Dingin
2011-01-04 03:00:00,2011-01-04,1,0,3,1,1,0.19999999999999998,0.21212173913043478,0.5904347826086956,0.16029565217391303,108,1454,1562,
2011-01-04 04:00:00,2011-01-04,1,0,4,1,1,0.14,0.1818,0.63,0.0896,0,2,2,Dingin
2011-01-04 05:00:00,2011-01-04,1,0,5,1,1,0.12,0.1515,0.68,0.1045,0,4,4,Dingin
2011-01-04 06:00:00,2011-01-04,1,0,6,1,1,0.12,0.1515,0.74,0.1045,0,36,36,Dingin
2011-01-04 07:00:00,2011-01-04,1,0,7,1,1,0.12,0.1515,0.74,0.1343,2,92,94,Dingin
2011-01-04 08:00:00,2011-01-04,1,0,8,1,1,0.14,0.1515,0.69,0.1642,2,177,179,Dingin
2011-01-04 09:00:00,2011-01-04,1,0,9,1,1,0.16,0.1515,0.64,0.2239,2,98,100,Dingin
2011-01-04 10:00:00,2011-01-04,1,0,10,1,2,0.16,0.1364,0.69,0.3284,5,37,42,Dingin
2011-01-04 11:00:00,2011-01-04,1,0,11,1,1,0.22,0.2121,0.51,0.2985,7,50,57,Dingin
2011-01-04 12:00:00,2011-01-04,1,0,12,1,1,0.22,0.2273,0.51,0.1642,12,66,78,Dingin
2011-01-04 13:00:00,2011-01-04,1,0,13,1,1,0.24,0.2273,0.56,0.194,18,79,97,Dingin
2011-01-04 14:00:00,2011-01-04,1,0,14,1,1,0.26,0.2576,0.52,0.2239,9,54,63,Sedang
2011-01-04 15:00:00,2011-01-04,1,0,15,1,1,0.28,0.2727,0.52,0.2537,17,48,65,Sedang
2011-01-04 16:00:00,2011-01-04,1,0,16,1,1,0.3,0.2879,0.49,0.2537,15,68,83,Sedang
2011-01-04 17:00:00,2011-01-04,1,0,17,1,1,0.28,0.2727,0.48,0.2239,10,202,212,Sedang
2011-01-04 18:00:00,2011-01-04,1,0,18,1,1,0.26,0.2576,0.48,0.194,3,179,182,Sedang
2011-01-04 19:00:00,2011-01-04,1,0,19,1,1,0.24,0.2576,0.48,0.1045,2,110,112,Sedang
2011-01-04 20:00:00,2011-01-04,1,0,20,1,1,0.24,0.2576,0.48,0.1045,1,53,54,Sedang
2011-01-04 21:00:00,2011-01-04,1,0,21,1,1,0.22,0.2727,0.64,0.0,0,48,48,Sedang
2011-01-04 22:00:00,2011-01-04,1,0,22,1,1,0.22,0.2576,0.64,0.0896,1,34,35,Sedang
2011-01-04 23:00:00,2011-01-04,1,0,23,1,1,0.2,0.2273,0.69,0.0896,2,9,11,Dingin
2011-01-05 00:00:00,2011-01-05,1,0,0,1,1,0.2,0.2576,0.64,0.0,0,6,6,Sedang
2011-01-05 01:00:00,2011-01-05,1,0,1,1,1,0.16,0.197,0.74,0.0896,0,6,6,Dingin
2011-01-05 02:00:00,2011-01-05,1,0,2,1,1,0.16,0.197,0.74,0.0896,0,2,2,Dingin
2011-01-05 03:00:00,2011-01-05,1,0,3,1,1,0.22695652173913042,0.2292695652173913,0.43695652173913047,0.1869,82,1518,1600,
2011-01-05 04:00:00,2011-01-05,1,0,4,1,1,0.24,0.2273,0.48,0.2239,0,2,2,Dingin
2011-01-05 05:00:00,2011-01-05,1,0,5,1,1,0.22,0.2273,0.47,0.1642,0,3,3,Dingin
2011-01-05 06:00:00,2011-01-05,1,0,6,1,1,0.2,0.197,0.47,0.2239,0,33,33,Dingin
2011-01-05 07:00:00,2011-01-05,1,0,7,1,1,0.18,0.1818,0.43,0.194,1,87,88,Dingin
2011-01-05 08:00:00,2011-01-05,1,0,8,1,1,0.2,0.1818,0.4,0.2985,3,192,195,Dingin
2011-01-05 09:00:00,2011-01-05,1,0,9,1,1,0.22,0.197,0.37,0.3284,6,109,115,Dingin
2011-01-05 10:00:00,2011-01-05,1,0,10,1,1,0.22,0.197,0.37,0.3284,4,53,57,Dingin
2011-01-05 11:00:00,2011-01-05,1,0,11,1,1,0.26,0.2273,0.33,0.3284,12,34,46,Dingin
2011-01-05 12:00:00,2011-01-05,1,0,12,1,1,0.26,0.2273,0.33,0.3284,5,74,79,Dingin
2011-01-05 13:00:00,2011-01-05,1,0,13,1,1,0.28,0.2576,0.3,0.2985,6,65,71,Sedang
2011-01-05 14:00:00,2011-01-05,1,0,14,1,1,0.3,0.2879,0.28,0.194,10,52,62,Sedang
2011-01-05 15:00:00,2011-01-05,1,0,15,1,1,0.3,0.2879,0.28,0.194,7,55,62,Sedang
2011-01-05 16:00:00,2011-01-05,1,0,16,1,1,0.3,0.3182,0.28,0.0896,4,85,89,Sedang
2011-01-05 17:00:00,2011-01-05,1,0,17,1,1,0.24,0.2273,0.38,0.194,4,186,190,Dingin
2011-01-05 18:00:00,2011-01-05,1,0,18,1,1,0.24,0.2424,0.38,0.1343,3,166,169,Dingin
2011-01-05 19:00:00,2011-01-05,1,0,19,1,1,0.24,0.2576,0.38,0.1045,5,127,132,Sedang
2011-01-05 20:00:00,2011-01-05,1,0,20,1,1,0.22,0.2273,0.47,0.1642,7,82,89,Dingin
2011-01-05 21:00:00,2011-01-05,1,0,21,1,1,0.2,0.197,0.51,0.194,3,40,43,Dingin
2011-01-05 22:00:00,2011-01-05,1,0,22,1,1,0.18,0.197,0.55,0.1343,1,41,42,Dingin
2011-01-05 23:00:00,2011-01-05,1,0,23,1,1,0.2,0.2576,0.47,0.0,1,18,19,Sedang
2011-01-06 00:00:00,2011-01-06,1,0,0,1,1,0.18,0.2424,0.55,0.0,0,11,11,Dingin
2011-01-06 01:00:00,2011-01-06,1,0,1,1,1,0.16,0.2273,0.64,0.0,0,4,4,Dingin
2011-01-06 02:00:00,2011-01-06,1,0,2,1,1,0.16,0.2273,0.64,0.0,0,2,2,Dingin
2011-01-06 03:00:00,2011-01-06,1,0,3,1,1,0.20434782608695654,0.23320869565217392,0.5182608695652174,0.08956521739130435,88,1518,1606,
2011-01-06 04:00:00,2011-01-06,1,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,Dingin
2011-01-06 05:00:00,2011-01-06,1,0,5,1,2,0.14,0.1818,0.69,0.0896,0,4,4,Dingin
2011-01-06 06:00:00,2011-01-06,1,0,6,1,2,0.14,0.1667,0.63,0.1045,0,36,36,Dingin
2011-01-06 07:00:00,2011-01-06,1,0,7,1,2,0.16,0.2273,0.59,0.0,0,95,95,Dingin
2011-01-06 08:00:00,2011-01-06,1,0,8,1,1,0.16,0.2273,0.59,0.0,3,216,219,Dingin
2011-01-06 09:00:00,2011-01-06,1,0,9,1,2,0.18,0.2424,0.51,0.0,6,116,122,Dingin
2011-01-06 10:00:00,2011-01-06,1,0,10,1,1,0.2,0.2576,0.47,0.0,3,42,45,Sedang
2011-01-06 11:00:00,2011-01-06,1,0,11,1,1,0.22,0.2576,0.44,0.0896,2,57,59,Sedang
2011-01-06 12:00:00,2011-01-06,1,0,12,1,1,0.26,0.2879,0.35,0.0,6,78,84,Sedang
2011-01-06 13:00:00,2011-01-06,1,0,13,1,1,0.26,0.2727,0.35,0.1045,12,55,67,Sedang
2011-01-06 14:00:00,2011-01-06,1,0,14,1,1,0.28,0.2727,0.36,0.1642,11,59,70,Sedang
2011-01-06 15:00:00,2011-01-06,1,0,15,1,1,0.28,0.2727,0.36,0.0,8,54,62,Sedang
2011-01-06 16:00:00,2011-01-06,1,0,16,1,1,0.26,0.2576,0.38,0.1642,12,74,86,Sedang
2011-01-06 17:00:00,2011-01-06,1,0,17,1,1,0.22,0.2273,0.51,0.1642,9,163,172,Dingin
2011-01-06 18:00:00,2011-01-06,1,0,18,1,1,0.22,0.2273,0.51,0.1343,5,158,163,Dingin
2011-01-06 19:00:00,2011-01-06,1,0,19,1,1,0.22,0.2576,0.55,0.0896,3,109,112,Sedang
2011-01-06 20:00:00,2011-01-06,1,0,20,1,1,0.2,0.2121,0.51,0.1642,3,66,69,Dingin
2011-01-06 21:00:00,2011-01-06,1,0,21,1,2,0.22,0.2121,0.55,0.2239,0,48,48,Dingin
2011-01-06 22:00:00,2011-01-06,1,0,22,1,2,0.22,0.2121,0.51,0.2836,1,51,52,Dingin
2011-01-06 23:00:00,2011-01-06,1,0,23,1,2,0.2,0.197,0.59,0.194,4,19,23,Dingin
2011-01-07 00:00:00,2011-01-07,1,0,0,1,2,0.2,0.197,0.64,0.194,4,13,17,Dingin
2011-01-07 01:00:00,2011-01-07,1,0,1,1,2,0.2,0.197,0.69,0.2239,2,5,7,Dingin
2011-01-07 02:00:00,2011-01-07,1,0,2,1,2,0.2,0.197,0.69,0.2239,0,1,1,Dingin
2011-01-07 03:00:00,2011-01-07,1,0,3,1,2,0.1965217391304348,0.2088391304347826,0.498695652173913,0.16872608695652175,148,1362,1510,
2011-01-07 04:00:00,2011-01-07,1,0,4,1,2,0.2,0.2121,0.69,0.1343,0,1,1,Dingin
2011-01-07 05:00:00,2011-01-07,1,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,Sedang
2011-01-07 06:00:00,2011-01-07,1,0,6,1,2,0.2,0.2576,0.69,0.0,8,26,34,Sedang
2011-01-07 07:00:00,2011-01-07,1,0,7,1,1,0.2,0.2121,0.69,0.1343,8,76,84,Dingin
2011-01-07 08:00:00,2011-01-07,1,0,8,1,1,0.2,0.197,0.51,0.2537,20,190,210,Dingin
2011-01-07 09:00:00,2011-01-07,1,0,9,1,1,0.2,0.1818,0.47,0.2985,9,125,134,Dingin
2011-01-07 10:00:00,2011-01-07,1,0,10,1,1,0.22,0.197,0.37,0.3284,16,47,63,Dingin
2011-01-07 11:00:00,2011-01-07,1,0,11,1,2,0.2,0.197,0.4,0.2239,19,48,67,Dingin
2011-01-07 12:00:00,2011-01-07,1,0,12,1,2,0.2,0.197,0.37,0.2537,9,50,59,Dingin
2011-01-07 13:00:00,2011-01-07,1,0,13,1,2,0.2,0.1818,0.37,0.2836,9,64,73,Dingin
2011-01-07 14:00:00,2011-01-07,1,0,14,1,2,0.2,0.197,0.4,0.2537,7,43,50,Dingin
2011-01-07 15:00:00,2011-01-07,1,0,15,1,2,0.2,0.2121,0.37,0.1642,9,63,72,Dingin
2011-01-07 16:00:00,2011-01-07,1,0,16,1,2,0.2,0.2121,0.37,0.1642,5,82,87,Dingin
2011-01-07 17:00:00,2011-01-07,1,0,17,1,2,0.2,0.2576,0.37,0.0,9,178,187,Sedang
2011-01-07 18:00:00,2011-01-07,1,0,18,1,1,0.2,0.2273,0.4,0.0896,7,116,123,Dingin
2011-01-07 19:00:00,2011-01-07,1,0,19,1,1,0.16,0.197,0.55,0.0896,3,92,95,Dingin
2011-01-07 20:00:00,2011-01-07,1,0,20,1,1,0.18,0.2121,0.47,0.1045,1,50,51,Dingin
2011-01-07 21:00:00,2011-01-07,1,0,21,1,1,0.18,0.197,0.47,0.1343,0,39,39,Dingin
2011-01-07 22:00:00,2011-01-07,1,0,22,1,2,0.18,0.197,0.43,0.1642,2,34,36,Dingin
2011-01-07 23:00:00,2011-01-07,1,0,23,1,2,0.18,0.197,0.51,0.1642,1,14,15,Dingin
2011-01-08 00:00:00,2011-01-08,1,0,0,0,2,0.18,0.197,0.51,0.1642,1,24,25,Dingin
2011-01-08 01:00:00,2011-01-08,1,0,1,0,2,0.18,0.2121,0.55,0.0896,1,15,16,Dingin
2011-01-08 02:00:00,2011-01-08,1,0,2,0,2,0.18,0.2424,0.55,0.0,3,13,16,Dingin
2011-01-08 03:00:00,2011-01-08,1,0,3,0,3,0.18,0.197,0.55,0.1642,0,7,7,Dingin
2011-01-08 04:00:00,2011-01-08,1,0,4,0,3,0.18,0.197,0.55,0.1642,0,1,1,Dingin
2011-01-08 05:00:00,2011-01-08,1,0,5,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Dingin
2011-01-08 06:00:00,2011-01-08,1,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Dingin
2011-01-08 07:00:00,2011-01-08,1,0,7,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Dingin
2011-01-08 08:00:00,2011-01-08,1,0,8,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Dingin
2011-01-08 09:00:00,2011-01-08,1,0,9,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Dingin
2011-01-08 10:00:00,2011-01-08,1,0,10,0,2,0.18,0.197,0.8,0.1642,5,56,61,Dingin
2011-01-08 11:00:00,2011-01-08,1,0,11,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Dingin
2011-01-08 12:00:00,2011-01-08,1,0,12,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Dingin
2011-01-08 13:00:00,2011-01-08,1,0,13,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Dingin
2011-01-08 14:00:00,2011-01-08,1,0,14,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Dingin
2011-01-08 15:00:00,2011-01-08,1,0,15,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Dingin
2011-01-08 16:00:00,2011-01-08,1,0,16,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Dingin
2011-01-08 17:00:00,2011-01-08,1,0,17,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Dingin
2011-01-08 18:00:00,2011-01-08,1,0,18,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Dingin
2011-01-08 19:00:00,2011-01-08,1,0,19,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Dingin
2011-01-08 20:00:00,2011-01-08,1,0,20,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Dingin
2011-01-08 21:00:00,2011-01-08,1,0,21,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Dingin
2011-01-08 22:00:00,2011-01-08,1,0,22,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Dingin
2011-01-08 23:00:00,2011-01-08,1,0,23,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Dingin
2011-01-09 00:00:00,2011-01-09,1,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Dingin
2011-01-09 01:00:00,2011-01-09,1,0,1,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Dingin
2011-01-09 02:00:00,2011-01-09,1,0,2,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Dingin
2011-01-09 03:00:00,2011-01-09,1,0,3,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Dingin
2011-01-09 04:00:00,2011-01-09,1,0,4,0,1,0.08,0.0909,0.53,0.194,0,1,1,Dingin
2011-01-09 05:00:00,2011-01-09,1,0,5,0,1,0.08,0.0909,0.53,0.194,0,1,1,Dingin
2011-01-09 06:00:00,2011-01-09,1,0,6,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Dingin
2011-01-09 07:00:00,2011-01-09,1,0,7,0,1,0.08,0.0909,0.53,0.194,1,5,6,Dingin
2011-01-09 08:00:00,2011-01-09,1,0,8,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Dingin
2011-01-09 09:00:00,2011-01-09,1,0,9,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Dingin
2011-01-09 10:00:00,2011-01-09,1,0,10,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Dingin
2011-01-09 11:00:00,2011-01-09,1,0,11,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Dingin
2011-01-09 12:00:00,2011-01-09,1,0,12,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Dingin
2011-01-09 13:00:00,2011-01-09,1,0,13,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Dingin
2011-01-09 14:00:00,2011-01-09,1,0,14,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Dingin
2011-01-09 15:00:00,2011-01-09,1,0,15,0,1,0.22,0.197,0.35,0.3582,5,77,82,Dingin
2011-01-09 16:00:00,2011-01-09,1,0,16,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Dingin
2011-01-09 17:00:00,2011-01-09,1,0,17,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Dingin
2011-01-09 18:00:00,2011-01-09,1,0,18,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Dingin
2011-01-09 19:00:00,2011-01-09,1,0,19,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Dingin
2011-01-09 20:00:00,2011-01-09,1,0,20,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Dingin
2011-01-09 21:00:00,2011-01-09,1,0,21,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Dingin
2011-01-09 22:00:00,2011-01-09,1,0,22,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Dingin
2011-01-09 23:00:00,2011-01-09,1,0,23,0,1,0.12,0.1364,0.5,0.194,0,6,6,Dingin
2011-01-10 00:00:00,2011-01-10,1,0,0,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Dingin
2011-01-10 01:00:00,2011-01-10,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Dingin
2011-01-10 02:00:00,2011-01-10,1,0,2,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Dingin
2011-01-10 03:00:00,2011-01-10,1,0,3,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Dingin
2011-01-10 04:00:00,2011-01-10,1,0,4,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Dingin
2011-01-10 05:00:00,2011-01-10,1,0,5,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Dingin
2011-01-10 06:00:00,2011-01-10,1,0,6,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Dingin
2011-01-10 07:00:00,2011-01-10,1,0,7,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Dingin
2011-01-10 08:00:00,2011-01-10,1,0,8,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Dingin
2011-01-10 09:00:00,2011-01-10,1,0,9,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Dingin
2011-01-10 10:00:00,2011-01-10,1,0,10,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Dingin
2011-01-10 11:00:00,2011-01-10,1,0,11,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Dingin
2011-01-10 12:00:00,2011-01-10,1,0,12,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Dingin
2011-01-10 13:00:00,2011-01-10,1,0,13,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Dingin
2011-01-10 14:00:00,2011-01-10,1,0,14,1,2,0.2,0.197,0.4,0.2239,0,47,47,Dingin
2011-01-10 15:00:00,2011-01-10,1,0,15,1,2,0.2,0.197,0.4,0.2239,2,43,45,Dingin
2011-01-10 16:00:00,2011-01-10,1,0,16,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Dingin
2011-01-10 17:00:00,2011-01-10,1,0,17,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Dingin
